School,G,Overall.W,Overall.L,W-L%,SRS,SOS,Conf.W,Conf.L,Home.W,Home.L,Away.W,Away.L,TP,OP,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,TRB,AST,STL,BLK,TOV,PF,Pace,ORtg,FTr,3PAr,TS%,TRB%,AST%,STL%,BLK%,eFG%,TOV%,ORB%,FT/FGA
Northern Arizona,30,16,14,.533,-4.65,-2.40,10,10,9,5,6,8,2128,2081,1205,770,1729,.445,216,600,.360,372,531,.701,285,1021,396,195,62,346,480,67.7,104.4,.307,.347,.537,50.7,51.4,9.6,5.9,.508,14.9,27.5,.215
Northern Colorado,31,22,9,.710,5.72,-2.80,15,5,11,3,9,5,2303,1945,1250,837,1790,.468,317,826,.384,312,468,.667,261,1055,416,157,73,314,472,65.9,111.8,.261,.461,.572,51.4,49.7,7.6,5.5,.556,13.5,25.4,.174
Northern Illinois,31,18,13,.581,-1.33,-2.16,11,7,11,4,7,9,2071,1998,1245,751,1814,.414,226,661,.342,343,509,.674,361,1195,311,174,85,366,548,66.2,100.4,.281,.364,.504,52.9,41.4,8.4,8.8,.476,15.1,31.2,.189
Northern Iowa,31,25,6,.806,9.83,1.45,14,4,16,0,8,4,2330,2006,1255,844,1776,.475,287,737,.389,355,468,.759,294,1164,379,143,71,372,443,65.9,112.8,.264,.415,.583,55.2,44.9,6.9,6.4,.556,15.7,29.8,.200
Northern Kentucky,32,23,9,.719,0.28,-4.65,13,5,11,4,10,5,2317,2089,1290,810,1872,.433,259,848,.305,438,636,.689,359,1172,435,259,66,399,574,68.7,104.6,.340,.453,.533,49.7,53.7,11.7,5.4,.502,15.5,30.4,.234
Northwestern,31,8,23,.258,5.35,10.51,3,17,5,11,2,10,2012,2172,1250,743,1785,.416,189,605,.312,337,461,.731,240,1046,424,123,101,325,517,66.7,96.5,.258,.339,.502,46.9,57.1,5.9,9.6,.469,14.0,22.0,.189
Northwestern State,30,15,15,.500,-10.00,-7.07,11,9,9,5,5,10,2265,2270,1205,797,1802,.442,234,658,.356,437,596,.733,335,1167,386,175,132,493,588,74.5,100.9,.331,.365,.543,50.7,48.4,7.8,10.8,.507,19.1,31.0,.243
Notre Dame,32,20,12,.625,11.21,5.62,10,10,15,4,4,7,2376,2197,1290,850,1993,.426,310,899,.345,366,498,.735,322,1209,528,189,118,315,397,69.0,106.8,.250,.451,.533,49.8,62.1,8.5,9.2,.504,12.4,26.9,.184
Oakland,33,14,19,.424,-5.92,-3.10,8,10,8,5,4,12,2239,2301,1340,780,1822,.428,204,690,.296,475,689,.689,339,1195,448,192,99,453,524,67.5,99.0,.378,.379,.521,50.0,57.4,8.5,8.8,.484,17.4,29.1,.261
Ohio,32,17,15,.531,0.74,0.17,8,10,12,5,4,8,2286,2192,1280,822,1837,.447,272,781,.348,370,537,.689,299,1134,471,205,73,406,532,68.8,103.8,.292,.425,.546,51.3,57.3,9.3,6.8,.522,16.3,27.1,.201
Ohio State,31,21,10,.677,19.37,10.24,11,9,15,2,4,7,2234,1951,1240,753,1690,.446,261,700,.373,467,621,.752,308,1140,412,156,107,394,531,66.8,107.9,.367,.414,.563,53.8,54.7,7.5,10.2,.523,16.6,30.7,.276
Oklahoma,31,19,12,.613,13.48,10.64,9,9,12,3,4,8,2177,2089,1240,760,1808,.420,224,704,.318,433,565,.766,259,1143,365,190,135,345,415,69.7,100.8,.313,.389,.524,49.2,48.0,8.8,11.6,.482,14.2,23.4,.239
Oklahoma State,32,18,14,.563,12.01,10.51,7,11,10,6,5,7,2163,2115,1280,757,1783,.425,189,600,.315,460,627,.734,324,1141,379,218,121,426,572,68.5,98.7,.352,.337,.520,50.6,50.1,9.9,12.1,.478,17.0,29.3,.258
Old Dominion,32,13,19,.406,0.02,0.06,9,9,10,4,3,11,2098,2099,1290,768,1898,.405,184,629,.293,378,546,.692,374,1255,340,217,89,393,545,67.5,96.4,.288,.331,.486,53.6,44.3,10.0,9.3,.453,15.4,30.8,.199
Omaha,32,16,16,.500,-5.09,-0.96,9,7,12,2,4,12,2352,2461,1300,886,1973,.449,200,592,.338,380,534,.712,315,1159,393,166,105,391,532,70.7,102.3,.271,.300,.528,50.1,44.4,7.2,8.9,.500,14.9,27.2,.193
Oral Roberts,31,17,14,.548,2.16,-1.58,9,7,13,1,3,12,2485,2265,1250,898,2004,.448,253,758,.334,436,582,.749,364,1175,406,197,79,320,521,71.5,111.1,.290,.378,.545,51.8,45.2,8.8,7.0,.511,12.3,31.3,.218
Oregon,31,24,7,.774,18.22,9.09,13,5,17,0,5,5,2352,2069,1275,857,1825,.470,269,680,.396,369,527,.700,336,1094,446,241,102,368,538,66.1,111.7,.289,.373,.567,51.5,52.0,11.4,9.6,.543,15.1,32.7,.202
Oregon State,31,18,13,.581,9.70,6.15,7,11,12,4,3,8,2207,2097,1240,766,1667,.460,189,582,.325,486,647,.751,263,1009,455,192,151,357,497,66.6,106.9,.388,.349,.559,49.4,59.4,9.3,13.7,.516,15.3,26.5,.292
Pacific,33,23,10,.697,3.81,0.19,11,5,15,3,7,5,2300,2128,1355,843,1872,.450,180,530,.340,434,651,.667,360,1190,383,189,129,400,633,65.9,103.1,.348,.283,.527,56.3,45.4,8.5,11.8,.498,15.5,33.5,.232
Penn State,31,21,10,.677,16.12,9.25,11,9,14,3,5,6,2327,2114,1240,832,1931,.431,249,765,.325,414,598,.692,348,1200,443,233,150,348,543,71.4,105.1,.310,.396,.525,50.8,53.2,10.5,12.1,.495,13.6,29.3,.214
Pennsylvania,27,16,11,.593,1.07,-0.36,8,6,8,3,6,7,1991,1906,1085,741,1625,.456,240,724,.331,269,405,.664,218,979,403,159,90,340,397,71.6,102.6,.249,.446,.548,49.0,54.4,8.2,7.6,.530,15.8,22.8,.166
Pepperdine,32,16,16,.500,2.82,3.60,8,8,9,5,6,7,2441,2466,1305,840,1934,.434,255,726,.351,506,639,.792,311,1104,475,197,121,407,582,71.6,104.5,.330,.375,.545,48.9,56.5,8.4,10.1,.500,15.4,26.9,.262
Pittsburgh,33,16,17,.485,6.80,7.32,6,14,11,7,2,9,2152,2169,1325,755,1867,.404,175,592,.296,467,655,.713,396,1129,404,258,113,403,510,66.0,98.4,.351,.317,.494,48.5,53.5,11.8,10.2,.451,15.6,32.8,.250
Portland,32,9,23,.281,-6.53,1.97,1,15,7,9,2,9,2126,2309,1290,758,1769,.428,216,633,.341,394,582,.677,219,1020,421,179,114,446,546,70.5,93.5,.329,.358,.520,45.7,55.5,7.9,10.0,.490,17.9,20.2,.223
Portland State,32,18,14,.563,-1.50,-2.43,12,8,11,3,6,11,2518,2412,1280,927,2070,.448,208,626,.332,456,634,.719,451,1172,432,277,132,409,587,72.5,108.5,.306,.302,.531,50.7,46.6,11.9,9.9,.498,14.7,36.8,.220
Prairie View,32,19,13,.594,-6.26,-8.36,14,4,12,0,6,12,2302,2186,1290,813,1836,.443,151,493,.306,525,741,.709,305,1045,465,277,89,464,705,72.7,98.2,.404,.269,.526,49.5,57.2,11.8,8.6,.484,17.5,28.1,.286
Presbyterian,32,10,22,.313,-15.06,-6.93,7,11,7,6,3,14,2155,2346,1290,768,1707,.450,197,611,.322,422,592,.713,279,1072,392,188,55,462,594,67.2,99.4,.347,.358,.542,50.2,51.0,8.7,5.6,.508,18.9,26.6,.247
Princeton,27,14,13,.519,-0.75,-1.48,9,5,7,6,5,6,1931,1866,1085,695,1501,.463,235,659,.357,306,417,.734,217,869,363,173,59,340,424,67.2,106.0,.278,.439,.568,50.9,52.2,9.5,5.6,.541,16.7,25.5,.204
Providence,31,19,12,.613,13.45,8.19,12,6,13,3,5,6,2214,2051,1245,764,1852,.413,225,678,.332,461,664,.694,406,1172,445,257,102,417,581,69.6,102.3,.359,.366,.511,51.6,58.2,11.9,9.6,.473,16.1,33.7,.249
Purdue,31,16,15,.516,16.30,10.76,9,11,11,5,4,8,2114,1942,1270,780,1867,.418,223,675,.330,331,482,.687,394,1144,423,202,109,357,544,64.7,102.9,.258,.362,.504,53.0,54.2,9.8,11.3,.478,14.6,34.9,.177
Purdue-Fort Wayne,33,14,19,.424,-7.87,-3.20,6,10,10,5,3,13,2261,2320,1320,830,1945,.427,274,867,.316,327,488,.670,340,1165,417,245,89,456,520,69.5,98.6,.251,.446,.519,51.3,50.2,10.7,8.3,.497,17.3,28.5,.168
Quinnipiac,30,15,15,.500,-7.66,-6.53,10,10,9,5,5,9,2088,2122,1200,707,1695,.417,310,869,.357,364,478,.762,277,1091,409,137,112,411,456,68.9,101.0,.282,.513,.543,51.2,57.9,6.6,9.3,.509,17.6,26.9,.215
Radford,32,21,11,.656,-2.67,-5.71,15,3,11,4,9,6,2302,2115,1285,841,1813,.464,251,707,.355,369,575,.642,340,1166,427,170,68,342,561,65.0,110.2,.317,.390,.552,53.1,50.8,8.1,7.1,.533,14.1,31.5,.204
Rhode Island,30,21,9,.700,9.25,4.78,13,5,12,3,8,5,2200,2066,1210,783,1851,.423,170,539,.315,464,686,.676,359,1162,378,252,116,355,519,71.8,101.2,.371,.291,.505,50.5,48.3,11.6,10.3,.469,14.0,30.4,.251
Rice,32,15,17,.469,-3.09,-0.76,7,11,8,7,5,8,2363,2375,1280,800,1851,.432,317,934,.339,446,619,.721,291,1139,454,190,67,427,524,71.4,103.5,.334,.505,.551,49.7,56.8,8.3,5.7,.518,16.6,25.5,.241
Richmond,31,24,7,.774,11.31,2.76,14,4,14,2,9,3,2335,2070,1250,847,1817,.466,249,688,.362,392,505,.776,234,1074,481,252,78,338,479,69.3,107.9,.278,.379,.568,49.4,56.8,11.6,7.4,.535,14.1,22.6,.216
Rider,30,18,12,.600,-3.09,-5.49,12,8,11,1,5,11,2152,2080,1200,755,1725,.438,184,574,.321,458,704,.651,328,1149,391,202,78,422,522,71.8,99.9,.408,.333,.522,53.4,51.8,9.4,7.9,.491,17.0,30.6,.266
Robert Morris,34,20,14,.588,-4.73,-6.33,13,5,12,3,7,11,2373,2280,1360,874,1968,.444,284,783,.363,341,508,.671,348,1141,562,218,68,433,566,67.5,103.4,.258,.398,.537,49.6,64.3,9.5,5.8,.516,16.4,29.4,.173
Rutgers,31,20,11,.645,15.72,9.68,11,9,18,1,2,8,2168,1942,1250,825,1847,.447,172,554,.310,346,537,.644,365,1245,394,203,142,379,520,67.7,102.5,.291,.300,.516,54.0,47.8,9.6,13.6,.493,15.3,32.4,.187
Sacramento State,30,16,14,.533,-2.08,-2.76,8,12,10,4,4,10,1895,1791,1200,685,1650,.415,151,469,.322,374,520,.719,335,1044,379,207,120,371,527,64.5,97.9,.315,.284,.499,52.9,55.3,10.7,11.3,.461,16.4,32.7,.227
Sacred Heart,33,20,13,.606,-4.75,-7.40,12,6,9,4,10,8,2420,2291,1320,843,1961,.430,251,768,.327,483,658,.734,435,1361,435,164,134,459,522,69.9,104.9,.336,.392,.532,54.7,51.6,7.1,9.8,.494,16.8,36.2,.246
Saint Francis (PA),32,22,10,.688,-2.05,-6.50,13,5,13,2,8,8,2485,2298,1285,899,1923,.467,204,567,.360,483,644,.750,353,1157,374,224,86,390,533,70.3,110.0,.335,.295,.557,52.2,41.6,9.9,7.5,.521,14.9,32.3,.251
Saint Joseph's,32,6,26,.188,-5.54,4.93,2,16,4,10,2,12,2208,2543,1285,761,1942,.392,287,966,.297,399,566,.705,327,1122,400,151,90,414,555,71.3,96.5,.291,.497,.499,47.3,52.6,6.6,6.8,.466,15.8,26.1,.205
Saint Louis,31,23,8,.742,9.41,3.07,12,6,15,3,6,4,2223,2020,1255,819,1804,.454,166,488,.340,419,723,.580,385,1232,450,232,130,396,569,68.7,103.1,.401,.271,.518,54.6,54.9,10.8,12.6,.500,15.6,34.0,.232
Saint Mary's (CA),34,26,8,.765,12.27,5.24,11,5,14,3,6,3,2559,2276,1400,922,1925,.479,276,697,.396,439,582,.754,260,1089,404,224,68,336,562,65.0,112.4,.302,.362,.581,51.4,43.8,9.8,5.3,.551,13.2,25.1,.228
Saint Peter's,30,18,12,.600,-3.67,-5.90,14,6,11,3,6,9,1990,1923,1205,674,1665,.405,185,541,.342,457,632,.723,376,1123,316,223,138,482,629,68.6,96.3,.380,.325,.506,53.9,46.9,10.8,13.6,.460,19.7,35.6,.274
Sam Houston State,31,18,13,.581,-5.17,-6.50,11,9,12,3,6,10,2417,2245,1265,874,1937,.451,236,690,.342,433,584,.741,315,1060,491,287,91,443,642,74.4,102.7,.301,.356,.546,49.4,56.2,12.2,9.0,.512,16.7,28.8,.224
Samford,33,10,23,.303,-13.13,-1.13,4,14,7,8,3,14,2448,2711,1330,862,1996,.432,219,658,.333,505,679,.744,352,1208,391,232,110,513,534,74.6,98.7,.340,.330,.528,48.4,45.4,9.4,9.2,.487,18.1,28.6,.253
San Diego,32,9,23,.281,-3.52,4.35,2,14,6,9,3,10,2101,2319,1295,760,1843,.412,196,633,.310,385,572,.673,285,1062,387,186,107,464,581,70.9,91.5,.310,.343,.497,48.5,50.9,8.1,8.3,.466,18.0,25.5,.209
San Diego State,32,30,2,.938,18.38,3.93,17,1,14,1,11,0,2395,1903,1280,852,1820,.468,291,765,.380,400,519,.771,297,1121,473,221,88,344,534,66.1,113.3,.285,.420,.579,52.5,55.5,10.5,8.9,.548,14.3,28.9,.220
San Francisco,34,22,12,.647,8.56,3.84,9,7,12,5,7,6,2546,2339,1375,906,2050,.442,300,899,.334,434,603,.720,359,1234,410,239,106,412,600,69.2,107.1,.294,.439,.545,52.4,45.3,10.1,7.8,.515,15.0,29.6,.212
San Jose State,31,7,24,.226,-7.55,5.15,3,15,6,10,1,12,2167,2523,1245,728,1871,.389,257,861,.298,454,634,.716,302,1075,404,199,102,430,567,74.1,93.9,.339,.460,.499,46.0,55.5,8.6,8.1,.458,16.5,24.5,.243
Santa Clara,33,20,13,.606,1.95,0.63,6,10,16,5,3,7,2498,2365,1325,877,1898,.462,249,704,.354,495,667,.742,241,1128,507,226,110,443,668,73.0,103.4,.351,.371,.564,48.9,57.8,9.4,8.5,.528,16.7,21.7,.261
Seattle,29,14,15,.483,-3.95,-3.91,7,7,9,4,3,10,2177,2110,1185,731,1800,.406,209,679,.308,506,653,.775,301,1028,316,171,90,297,581,71.4,103.0,.363,.377,.516,48.9,43.2,8.1,8.3,.464,12.3,27.4,.281
Seton Hall,30,21,9,.700,16.75,9.95,13,5,11,4,8,4,2241,2037,1200,783,1754,.446,238,711,.335,437,611,.715,308,1113,437,210,174,398,557,71.0,105.3,.348,.405,.548,50.3,55.8,9.9,14.9,.514,16.3,29.2,.249
Siena,30,20,10,.667,-1.13,-5.66,15,5,14,0,5,10,2167,2031,1215,770,1679,.459,198,558,.355,429,609,.704,321,1096,401,160,92,389,495,67.1,106.3,.363,.332,.550,53.5,52.1,7.8,8.1,.518,16.5,31.9,.256
South Alabama,31,20,11,.645,0.08,-1.03,13,7,11,5,7,5,2209,2092,1245,782,1662,.471,166,502,.331,479,661,.725,259,1019,346,238,115,374,499,67.1,105.8,.398,.302,.559,49.3,44.2,11.4,12.1,.520,15.9,26.5,.288
South Carolina,31,18,13,.581,10.27,6.43,10,8,12,5,6,6,2275,2156,1245,832,1890,.440,174,561,.310,437,696,.628,370,1158,445,240,134,407,723,72.5,100.8,.368,.297,.512,51.3,53.5,10.6,13.3,.486,15.5,32.1,.231
South Carolina State,29,11,18,.379,-16.01,-9.27,6,10,8,5,3,12,2037,2180,1185,705,1618,.436,146,483,.302,481,643,.748,301,1025,328,132,53,418,541,69.1,99.5,.397,.299,.530,51.5,46.5,6.4,4.9,.481,17.9,30.3,.297
South Carolina Upstate,33,13,20,.394,-13.58,-6.06,7,11,9,6,4,13,2286,2460,1320,811,1911,.424,224,697,.321,440,641,.686,318,1088,415,195,80,410,627,69.8,99.3,.335,.365,.516,47.4,51.2,8.5,7.2,.483,15.6,26.3,.230
South Dakota,32,20,12,.625,-1.74,-3.84,10,6,13,2,5,8,2547,2374,1280,889,1805,.493,233,596,.391,536,710,.755,200,1045,444,146,86,339,561,71.4,111.4,.393,.330,.594,50.5,49.9,6.4,7.0,.557,13.7,20.2,.297
South Dakota State,32,22,10,.688,2.29,-4.24,13,3,16,0,6,9,2493,2256,1295,914,1861,.491,235,677,.347,430,608,.707,302,1224,456,160,106,415,533,69.8,110.3,.327,.364,.580,53.1,49.9,7.1,8.5,.554,16.2,28.9,.231
South Florida,31,14,17,.452,5.15,5.18,7,11,10,7,3,6,1943,1944,1250,672,1654,.406,196,635,.309,403,620,.650,352,1051,315,234,63,454,544,65.5,95.0,.375,.384,.499,52.0,46.9,11.4,6.8,.466,18.9,32.4,.244
Southeast Missouri State,31,7,24,.226,-14.57,-5.29,3,15,6,7,0,16,2054,2307,1245,720,1727,.417,191,596,.320,423,612,.691,286,1027,353,161,64,414,577,68.8,95.9,.354,.345,.509,47.8,49.0,7.5,5.8,.472,17.0,25.5,.245
Southeastern Louisiana,31,8,23,.258,-16.11,-5.72,5,15,6,8,2,14,2157,2429,1255,779,1873,.416,198,669,.296,401,594,.675,337,1000,385,248,59,514,654,74.0,92.9,.317,.357,.500,46.0,49.4,10.7,5.2,.469,19.3,28.8,.214
Southern,32,17,15,.531,-9.36,-9.49,13,5,11,1,5,14,2234,2147,1290,816,1854,.440,171,548,.312,431,635,.679,350,1114,425,222,79,445,698,69.5,99.6,.343,.296,.518,52.8,52.1,9.9,7.1,.486,17.1,32.1,.232
Southern California,31,22,9,.710,11.51,7.22,11,7,14,2,5,6,2179,2046,1255,781,1780,.439,200,571,.350,417,630,.662,333,1194,430,207,152,448,519,70.0,99.3,.354,.321,.524,52.3,55.1,9.4,13.3,.495,17.7,30.6,.234
Southern Illinois,32,16,16,.500,-0.18,0.37,10,8,12,3,3,10,2002,1991,1285,693,1623,.427,226,668,.338,390,536,.728,208,955,369,208,65,397,469,64.3,96.9,.330,.412,.533,45.8,53.2,10.1,5.7,.497,17.5,20.5,.240
SIU Edwardsville,31,8,23,.258,-14.16,-5.71,5,13,4,10,4,13,2073,2261,1240,769,1801,.427,176,562,.313,359,526,.683,305,1063,428,177,91,436,607,70.2,95.3,.292,.312,.505,49.0,55.7,8.1,8.9,.476,17.5,27.9,.199
Southern Methodist,30,19,11,.633,7.97,3.50,9,9,15,2,4,9,2188,2054,1225,770,1706,.451,236,730,.323,412,541,.762,344,1099,467,175,96,400,491,66.0,108.3,.317,.428,.557,53.0,60.6,8.7,9.8,.521,16.9,34.1,.242
Southern Mississippi,31,9,22,.290,-6.65,2.35,5,13,8,7,1,12,2047,2242,1250,783,1766,.443,163,529,.308,318,442,.719,293,1105,444,180,78,464,490,68.7,95.3,.250,.300,.518,51.3,56.7,8.4,8.3,.490,19.0,27.9,.180
Southern Utah,32,17,15,.531,0.10,-2.47,9,11,9,5,6,10,2329,2122,1300,834,1843,.453,195,589,.331,466,651,.716,292,1183,383,216,132,432,620,70.5,101.7,.353,.320,.541,53.7,45.9,9.4,11.0,.505,16.7,27.7,.253
St. Bonaventure,31,19,12,.613,3.12,1.62,11,7,9,5,7,7,2143,2073,1250,787,1805,.436,210,611,.344,359,488,.736,331,1132,427,171,104,364,532,66.3,103.5,.270,.339,.526,52.3,54.3,8.3,11.1,.494,15.2,30.7,.199
St. Francis (NY),31,13,18,.419,-11.30,-7.44,7,11,9,5,4,13,2168,2220,1245,798,1903,.419,197,664,.297,373,511,.730,328,1124,372,199,140,397,586,71.1,98.0,.269,.349,.505,49.2,46.6,9.0,11.7,.471,15.6,27.9,.196
St. John's (NY),32,17,15,.531,10.71,7.68,5,13,13,6,1,8,2387,2290,1280,865,2114,.409,212,661,.321,445,633,.703,397,1228,470,320,127,359,602,74.3,100.5,.299,.313,.494,48.4,54.3,13.5,11.6,.459,12.9,29.9,.211
Stanford,32,20,12,.625,13.35,6.38,9,9,14,4,4,6,2223,2000,1290,810,1726,.469,227,608,.373,376,535,.703,220,1041,414,218,119,459,521,68.7,100.3,.310,.352,.561,48.8,51.1,9.8,10.8,.535,18.8,22.1,.218
Stephen F. Austin,31,28,3,.903,4.04,-6.89,19,1,16,1,12,2,2499,2077,1245,887,1806,.491,179,494,.362,546,790,.691,406,1160,464,324,101,550,649,74.8,107.4,.437,.274,.573,55.5,52.3,13.9,10.3,.541,20.1,38.2,.302
Stetson,33,16,17,.485,-9.63,-5.30,9,7,8,7,7,9,2103,2167,1325,747,1678,.445,180,545,.330,429,644,.666,313,1116,323,209,79,452,517,64.3,98.8,.384,.325,.530,51.9,43.2,9.8,8.4,.499,18.6,30.4,.256
Stony Brook,33,20,13,.606,-2.41,-4.41,10,6,10,5,8,8,2283,2172,1330,777,1909,.407,274,822,.333,455,628,.725,350,1265,368,221,152,480,544,69.9,98.2,.329,.431,.517,51.8,47.4,9.5,13.4,.479,17.9,29.5,.238
Syracuse,32,18,14,.563,12.32,7.26,10,10,11,7,6,5,2378,2216,1290,813,1865,.436,259,785,.330,493,666,.740,336,1145,447,237,143,363,522,68.3,107.9,.357,.421,.545,49.1,55.0,10.8,14.7,.505,14.3,29.6,.264
TCU,32,16,16,.500,9.86,10.09,7,11,14,5,1,9,2093,2079,1295,758,1798,.422,274,779,.352,303,476,.637,359,1118,468,220,156,455,525,65.7,98.4,.265,.433,.517,50.9,61.7,10.3,13.5,.498,18.4,32.2,.169
Temple,31,14,17,.452,6.59,6.17,6,12,8,7,4,8,2117,2104,1255,744,1843,.404,208,645,.322,421,613,.687,303,1166,429,239,94,400,549,70.6,95.5,.333,.350,.496,49.7,57.7,10.8,8.8,.460,15.8,25.9,.228
Tennessee,31,17,14,.548,11.18,8.30,9,9,11,6,4,7,2079,1990,1240,715,1656,.432,187,598,.313,462,617,.749,311,1069,448,186,174,423,563,66.6,100.7,.373,.361,.533,50.8,62.7,9.0,15.6,.488,17.8,30.5,.279
Tennessee State,33,18,15,.545,-6.70,-5.45,9,9,11,3,4,11,2355,2345,1330,862,1836,.469,240,686,.350,386,585,.660,343,1245,447,175,136,573,670,70.5,100.4,.319,.374,.557,53.6,51.9,7.5,11.4,.535,21.3,31.8,.210
Tennessee Tech,31,9,22,.290,-13.64,-4.67,6,12,6,8,3,12,2033,2241,1250,754,1826,.413,257,776,.331,268,397,.675,327,1072,431,213,93,463,460,68.8,94.6,.217,.425,.505,49.4,57.2,9.9,8.3,.483,18.7,28.8,.147
Tennessee-Martin,29,9,20,.310,-14.15,-4.30,5,13,6,6,2,12,2194,2382,1165,781,1718,.455,218,646,.337,414,550,.753,311,954,353,147,80,374,464,70.1,107.5,.320,.376,.554,48.2,45.2,7.2,7.7,.518,15.9,31.1,.241
Texas,31,19,12,.613,10.47,9.60,9,9,11,6,6,5,1989,1962,1240,740,1730,.428,248,742,.334,261,381,.685,278,986,359,171,134,420,568,66.2,96.9,.220,.429,.520,47.3,48.5,8.3,11.1,.499,18.0,26.6,.151
Texas A&M,30,16,14,.533,4.93,6.96,10,8,11,6,5,4,1894,1955,1205,634,1570,.404,189,643,.294,437,645,.678,322,1019,333,193,86,422,463,65.7,95.7,.411,.410,.505,49.7,52.5,9.7,10.4,.464,18.4,31.3,.278
Texas A&M-Corpus Christi,32,14,18,.438,-10.80,-6.63,10,10,10,6,4,11,2112,2199,1280,740,1668,.444,245,653,.375,387,547,.707,304,1092,405,187,98,561,614,68.3,96.7,.328,.391,.548,52.1,54.7,8.6,8.7,.517,22.5,30.3,.232
Texas Southern,32,16,16,.500,-10.37,-6.05,12,6,11,1,5,15,2335,2431,1295,806,1927,.418,168,552,.304,555,786,.706,381,1209,360,205,94,504,610,74.6,96.6,.408,.286,.508,50.6,44.7,8.5,7.4,.462,18.0,31.5,.288
Texas State,32,21,11,.656,5.42,-0.28,13,7,15,3,6,8,2339,2058,1295,840,1835,.458,166,510,.325,493,652,.756,319,1102,455,203,95,357,597,67.1,107.6,.355,.278,.545,50.2,54.2,9.3,8.8,.503,14.3,29.4,.269
Texas Tech,31,18,13,.581,16.83,8.41,9,9,13,4,3,7,2230,1969,1260,779,1724,.452,224,631,.355,448,594,.754,279,1033,476,239,124,423,545,68.2,103.8,.345,.366,.556,50.0,61.1,11.1,11.5,.517,17.4,27.8,.260
Texas-Rio Grande Valley,30,14,16,.467,-7.05,-3.70,9,7,11,3,3,11,2189,2143,1215,779,1789,.435,191,557,.343,440,614,.717,314,992,451,251,111,376,595,70.6,102.0,.343,.311,.526,48.5,57.9,11.7,10.8,.489,15.3,28.6,.246
The Citadel,30,6,24,.200,-13.82,-1.00,0,18,3,11,3,12,2244,2433,1215,789,1820,.434,280,853,.328,386,559,.691,247,1022,432,202,88,456,514,75.6,97.7,.307,.469,.538,46.9,54.8,8.8,7.9,.510,17.9,22.8,.212
Toledo,32,17,15,.531,1.20,-1.47,8,10,10,6,7,9,2386,2244,1285,802,1843,.435,283,774,.366,499,669,.746,321,1211,464,180,108,390,511,69.5,106.8,.363,.420,.552,51.3,57.9,8.1,8.8,.512,15.3,28.3,.271
Towson,32,19,13,.594,0.09,-1.51,12,6,9,5,8,4,2258,2125,1290,790,1824,.433,210,610,.344,468,607,.771,363,1189,364,180,101,380,583,65.7,106.6,.333,.334,.534,54.0,46.1,8.5,9.9,.491,15.2,33.5,.257
Troy,31,9,22,.290,-9.01,-1.32,5,15,6,9,3,13,2131,2276,1250,750,1878,.399,261,821,.318,370,549,.674,369,1133,430,178,83,441,584,70.8,96.3,.292,.437,.498,49.2,57.3,8.0,7.8,.469,17.1,30.2,.197
Tulane,30,12,18,.400,0.94,3.54,4,14,7,7,3,7,2050,2128,1210,702,1709,.411,230,689,.334,416,584,.712,245,928,337,254,76,355,470,69.4,97.7,.342,.403,.516,44.4,48.0,12.1,7.9,.478,15.2,22.3,.243
Tulsa,31,21,10,.677,7.92,3.59,13,5,15,2,6,7,2103,1969,1260,728,1653,.440,182,566,.322,465,657,.708,268,1069,391,234,70,417,469,67.1,99.5,.397,.342,.535,50.1,53.7,11.1,7.5,.495,17.5,26.3,.281
UAB,32,19,13,.594,-0.94,-1.64,9,9,11,6,5,7,2154,2088,1280,780,1719,.454,169,515,.328,425,604,.704,328,1186,337,191,93,471,527,67.2,100.2,.351,.300,.537,54.7,43.2,8.9,8.7,.503,19.0,31.7,.247
UC Davis,32,14,18,.438,-4.70,-2.63,8,8,8,4,5,12,2330,2286,1290,816,1769,.461,259,653,.397,439,558,.787,234,982,409,185,57,408,593,68.4,105.7,.315,.369,.573,48.3,50.1,8.4,5.3,.534,16.7,23.4,.248
UC Irvine,32,21,11,.656,3.73,-2.18,13,3,11,2,8,8,2367,2087,1280,888,1878,.473,198,559,.354,393,532,.739,366,1264,475,206,119,443,588,69.1,107.1,.283,.298,.555,56.7,53.5,9.3,9.9,.526,17.2,35.3,.209
UC Riverside,32,17,15,.531,-3.63,-4.18,7,9,11,5,6,10,2059,1939,1285,744,1707,.436,254,722,.352,317,460,.689,280,1145,394,159,86,421,559,64.4,99.5,.269,.423,.535,54.2,53.0,7.7,7.5,.510,17.9,27.6,.186
UC Santa Barbara,31,21,10,.677,-0.57,-4.06,10,6,13,3,8,7,2195,2054,1245,765,1672,.458,200,585,.342,465,615,.756,318,1061,430,147,78,366,521,64.9,108.6,.368,.350,.559,53.6,56.2,7.3,7.2,.517,15.7,32.2,.278
UCLA,31,19,12,.613,9.83,8.23,12,6,13,4,5,5,2153,2079,1250,751,1732,.434,186,576,.323,465,648,.718,370,1136,401,208,105,409,571,66.5,103.7,.374,.333,.528,54.2,53.4,10.0,10.2,.487,16.7,34.5,.268
UNC Asheville,31,15,16,.484,-10.31,-8.31,8,10,10,5,5,10,2326,2318,1245,837,1824,.459,243,702,.346,409,620,.660,264,937,336,255,73,354,604,71.2,105.0,.340,.385,.549,45.7,40.1,11.5,6.4,.525,14.3,24.0,.224
